DATES,LUS_IP,LUS_SP500,LUS_OIL_WTI,LUS_EMP_TPI,EPU,VXO,US_YLD_10Y,LGPR,LGPRA,LGPRT
7/1/2002,453.5002,161.2864,-189.9918,1159.9525,139.6611328,38.49727273,4.65,481.038,512.6459,454.7008
8/1/2002,453.5133,161.9408,-185.1105,1159.9085,136.1190643,37.25272727,4.26,484.4695,505.92,462.1985
9/1/2002,453.6521,156.7478,-180.8512,1159.869,149.8481903,41.656,3.87,516.4234,524.026,516.2105
10/1/2002,453.3496,155.0518,-183.7907,1159.9736,128.9736176,41.3973913,3.94,514.768,528.5227,511.8148
11/1/2002,453.8703,161.3212,-193.1866,1159.9415,162.221405,32.005,4.05,506.9706,518.7737,504.3514
12/1/2002,453.3785,160.3537,-181.6156,1159.8038,160.4113312,31.83095238,4.03,516.9414,516.5919,520.9484
1/1/2003,454.1376,159.5401,-170.7568,1159.8681,185.5916138,30.66857143,4.05,532.9984,517.5923,550.459
2/1/2003,454.2797,152.0531,-163.0219,1159.745,161.7597656,36.54052632,3.9,547.9016,536.1669,569.2923
3/1/2003,454.048,152.5232,-170.3056,1159.5629,224.6472015,35.1947619,3.81,588.2517,606.1793,589.2779
4/1/2003,453.3306,157.7402,-187.2637,1159.5261,176.5798492,27.14238095,3.96,554.4299,580.3939,535.9438
5/1/2003,453.3586,162.9361,-187.4853,1159.5694,122.3098221,22.54857143,3.57,508.8348,523.0287,503.3025
6/1/2003,453.5258,168.2374,-178.8235,1159.5316,110.695549,22.34904762,3.33,498.2028,517.5688,485.0729
7/1/2003,453.9652,168.5872,-178.8118,1159.504,103.7482452,21.20681818,3.98,490.4526,512.0677,468.5761
8/1/2003,453.8224,167.9041,-176.5215,1159.5362,91.71417236,20.82904762,4.45,492.8926,519.2957,469.7285
9/1/2003,454.4093,170.5574,-187.8827,1159.6807,109.5539551,20.68238095,4.27,477.2346,496.6733,460.2371
10/1/2003,454.5504,172.5395,-180.8118,1159.8149,78.58598328,19.18434783,4.29,468.5066,486.7098,453.2904
11/1/2003,455.318,173.8801,-178.0602,1159.8543,78.6960907,17.83894737,4.3,477.1419,503.2047,453.6159
12/1/2003,455.2468,176.8741,-174.6167,1159.9488,90.34359741,16.37545455,4.27,486.3411,510.5827,467.697
1/1/2004,455.5018,181.0762,-168.7996,1160.122,88.27758789,15.834,4.15,473.1517,483.6958,467.0183
2/1/2004,456.1059,181.4902,-167.9021,1160.1623,88.90148163,15.92473684,4.08,474.5593,486.1704,464.5494
3/1/2004,455.6072,179.1385,-162.8811,1160.4173,84.3309021,17.73304348,3.83,493.1102,521.332,469.2484
4/1/2004,456.0576,179.6252,-163.4042,1160.6388,79.72691345,15.78809524,4.35,500.8175,532.4595,479.6999
5/1/2004,456.847,176.3315,-154.6135,1160.8963,97.2080307,18.076,4.72,479.6544,507.4852,452.1412
6/1/2004,456.0192,178.6966,-160.6781,1160.998,85.27448273,15.0452381,4.73,492.1687,518.1989,467.0899
7/1/2004,456.7868,176.4505,-153.7957,1161.0433,88.95649719,15.66857143,4.5,487.5349,507.3999,479.8001
8/1/2004,456.8605,174.8566,-143.9152,1161.1059,84.44986725,16.59272727,4.28,494.4252,517.3062,484.7687
9/1/2004,456.9447,177.2491,-141.8954,1161.2391,108.5095825,13.88047619,4.13,503.6119,524.3625,486.9118
10/1/2004,457.8922,176.7608,-127.8945,1161.5401,118.3414459,15.1847619,4.1,478.6348,499.8863,461.0236
11/1/2004,458.1017,181.1576,-137.1566,1161.5581,96.69577026,14.05,4.19,480.9803,502.1768,459.4378
12/1/2004,458.8348,184.0816,-147.9702,1161.6664,66.53287506,13.01409091,4.23,469.9527,497.8287,440.1888
1/1/2005,459.2941,182.3761,-140.3985,1161.7637,66.73433685,13.512,4.22,461.4007,485.62,435.9251
2/1/2005,459.9795,183.3313,-138.5855,1161.9877,51.69568634,11.56263158,4.17,469.1146,468.9475,465.1771
3/1/2005,459.8207,182.1576,-127.1227,1162.1026,49.30863571,12.88045455,4.5,450.436,447.5935,446.8506
4/1/2005,459.9891,178.9035,-129.9963,1162.4145,78.39586639,14.05714286,4.34,446.628,463.331,428.4037
5/1/2005,460.1195,180.1889,-136.1291,1162.5441,75.09077454,13.17904762,4.14,458.7067,465.3102,449.9062
6/1/2005,460.5023,182.1521,-123.8027,1162.7851,82.00558472,11.24181818,4,439.5979,453.7079,424.6815
7/1/2005,460.1857,183.3389,-120.2558,1163.0166,71.93954468,10.489,4.18,511.1397,547.0441,477.2239
8/1/2005,460.4605,182.9947,-110.6255,1163.1908,59.61723328,11.98521739,4.26,475.5551,496.4879,452.9186
9/1/2005,458.5762,181.9143,-110.9239,1163.2671,105.7698593,11.95904762,4.2,464.254,486.9625,436.2547
10/1/2005,459.8296,178.9049,-116.1217,1163.3602,79.8299942,14.58238095,4.46,446.6619,465.9297,429.3027
11/1/2005,460.8381,183.4497,-122.072,1163.6328,60.06785202,11.60619048,4.54,442.4608,456.4656,425.7093
12/1/2005,461.4563,185.8322,-119.7437,1163.753,70.02675629,10.92380952,4.47,455.7557,487.2743,424.3405
1/1/2006,461.5741,186.3836,-110.7616,1164.028,75.07923889,11.7115,4.42,454.8706,460.7084,449.2264
2/1/2006,461.5783,186.0195,-117.063,1164.2716,69.491745,11.86736842,4.57,456.287,463.2772,449.3185
3/1/2006,461.7841,186.7976,-115.5778,1164.5216,55.00807571,11.19086957,4.72,453.0421,457.5082,447.7817
4/1/2006,462.1843,186.6009,-106.171,1164.6459,81.65171814,11.16368421,4.99,448.8814,453.0777,445.3312
5/1/2006,462.0837,185.1658,-104.8899,1164.6739,67.80979156,13.48818182,5.11,444.5105,441.0097,443.1211
6/1/2006,462.4672,182.068,-105.0629,1164.7483,82.58628082,15.89136364,5.11,463.0572,475.0823,450.4073
7/1/2006,462.4305,182.3391,-100.6118,1164.874,84.47445679,14.522,5.09,492.0965,495.6433,490.0793
8/1/2006,462.8229,184.2557,-102.6503,1164.9927,71.51509857,12.56043478,4.88,499.0984,507.0087,495.2699
9/1/2006,462.62,187.101,-115.5942,1165.0607,61.75134659,11.397,4.72,471.6034,474.2936,470.3026
10/1/2006,462.5628,191.0414,-123.1807,1165.0807,55.62950897,10.80863636,4.73,472.8584,459.7883,483.0646
11/1/2006,462.4667,193.0285,-122.195,1165.2513,49.59912872,10.48428571,4.6,448.6149,446.2575,446.9073
12/1/2006,463.5013,194.8611,-117.9594,1165.4086,51.03903961,10.499,4.56,450.6526,436.6528,456.2068
1/1/2007,462.9798,195.1014,-131.0919,1165.6004,74.51002502,10.627,4.76,458.4151,458.1428,456.0314
2/1/2007,463.9826,196.0061,-123.3691,1165.6394,50.86001968,10.92052632,4.72,456.6111,451.0372,458.6555
3/1/2007,464.2004,192.4456,-122.1023,1165.8272,72.52986145,14.92136364,4.56,446.9769,442.9847,445.6115
4/1/2007,464.9009,195.7486,-117.2712,1165.8471,59.8413887,12.246,4.69,433.8772,442.388,423.737
5/1/2007,464.9495,198.3325,-118.6869,1165.962,71.13732147,12.965,4.75,452.8285,464.3358,441.041
6/1/2007,464.9777,198.3605,-112.7419,1166.0155,68.7592392,14.88190476,5.1,458.4685,469.4182,446.6834
7/1/2007,464.9404,198.7955,-103.2441,1166.0198,44.78275299,17.24761905,5,472.1586,484.5247,463.7283
8/1/2007,465.163,194.5359,-105.5041,1165.9525,90.0072937,25.12,4.67,442.0925,460.6652,429.2181
9/1/2007,465.5493,197.1405,-95.8779,1165.9758,109.8926544,22.18210526,4.52,454.8482,452.4488,455.3245
10/1/2007,465.1262,199.7288,-88.5358,1166.0285,90.64006805,18.85956522,4.53,461.9793,457.9803,464.0636
11/1/2007,465.7134,194.0558,-79.8041,1166.0914,106.5661621,26.65714286,4.15,449.7534,440.1442,456.162
12/1/2007,465.7248,195.1997,-82.8446,1166.1483,116.9908981,23.0965,4.1,455.3535,443.2373,459.0375
1/1/2008,465.455,187.6706,-82.0145,1166.1475,177.0422058,27.98952381,3.74,440.0601,442.7808,433.6014
2/1/2008,465.1189,185.6326,-79.7541,1166.0543,108.3147354,27.1565,3.74,439.1376,446.3063,428.398
3/1/2008,464.882,181.93,-70.4531,1165.9896,114.4745712,29.009,3.51,435.2033,442.466,427.7078
4/1/2008,464.1217,185.3094,-64.6271,1165.7761,98.19770813,22.52681818,3.68,427.5343,424.8392,424.0722
5/1/2008,463.5566,186.8323,-54.6779,1165.5943,88.6734314,18.61,3.88,428.4604,431.4682,425.8131
6/1/2008,463.3218,181.3131,-49.0924,1165.4165,89.13687897,23.19142857,4.1,447.2192,438.6329,448.7355
7/1/2008,462.7912,174.3279,-49.9781,1165.2018,115.1027222,25.66227273,4.01,449.6912,447.9161,443.4649
8/1/2008,461.2496,176.63,-63.0637,1164.9604,81.16308594,22.25952381,3.89,448.3614,465.4586,432.7699
9/1/2008,456.8159,171.6007,-74.4693,1164.5847,238.171875,33.21142857,3.69,448.3483,454.8187,440.6893
10/1/2008,457.7626,149.8131,-103.8706,1164.1521,241.7722778,65.44652174,3.81,416.1377,432.125,397.2504
11/1/2008,456.4978,142.4782,-130.7819,1163.501,162.7133789,65.42684211,3.53,437.0472,455.5387,422.3963
12/1/2008,453.5307,142.8955,-163.4111,1162.8778,157.8286743,55.07545455,2.42,452.5764,469.3318,442.8947
1/1/2009,451.127,141.0859,-162.1112,1162.1565,184.8178253,44.2915,2.52,444.6989,449.6611,445.7982
2/1/2009,450.4799,133.3628,-168.9814,1161.4904,202.5479584,45.38947368,2.87,421.1426,416.8003,417.0887
3/1/2009,448.8817,126.9614,-148.9141,1160.7799,167.9912262,46.09045455,2.82,428.5579,431.5259,423.667
4/1/2009,448.0804,138.0641,-145.4508,1160.0387,107.9272537,38.89857143,2.93,445.0718,443.0594,443.6578
5/1/2009,447.0673,143.9764,-128.5032,1159.78,125.9446259,32.11,3.29,449.6257,452.8755,446.1727
6/1/2009,446.676,145.7142,-113.0015,1159.3879,112.472641,27.93545455,3.72,439.5801,431.2024,439.1987
7/1/2009,447.7704,146.9155,-121.1917,1159.1247,104.3551102,25.92454545,3.56,442.4123,438.3536,440.802
8/1/2009,448.885,154.2923,-111.1052,1158.9405,111.1743393,24.30619048,3.59,429.5541,435.7271,416.9903
9/1/2009,449.6388,157.6209,-113.4336,1158.7968,99.00963593,23.85761905,3.4,453.0878,435.3944,457.978
10/1/2009,449.9584,159.7131,-104.7687,1158.5441,86.24175262,23.25045455,3.39,450.6194,450.4522,447.9946
11/1/2009,450.3553,161.5355,-101.9017,1158.5469,99.77926636,22.546,3.4,440.7959,444.2766,430.8318
12/1/2009,450.66,163.7413,-106.6884,1158.344,108.3960953,19.84545455,3.59,453.2029,456.3007,449.2487
1/1/2010,451.8132,164.5823,-101.8957,1158.3375,136.8638611,19.52736842,3.73,451.7224,460.9271,444.2334
2/1/2010,452.1723,161.4458,-104.2424,1158.2657,116.72155,21.77105263,3.69,439.1053,439.0884,436.75
3/1/2010,452.8281,166.6496,-98.5366,1158.3952,124.6875,16.92521739,3.73,430.5644,424.9057,429.7244
4/1/2010,453.1993,170.3301,-94.8022,1158.5627,123.7022018,16.13666667,3.85,448.5954,439.7757,452.2407
5/1/2010,454.6478,164.0282,-108.3465,1158.6678,147.7632446,30.0335,3.42,448.8173,445.2688,447.1571
6/1/2010,454.7961,160.3489,-106.2203,1158.7764,129.732193,28.94090909,3.2,456.9063,426.252,470.6749
7/1/2010,455.2334,159.9989,-104.8962,1158.8571,196.9472351,25.01666667,3.01,437.4264,443.1391,431.9957
8/1/2010,455.5399,160.5511,-104.4419,1158.9905,127.2281723,24.15590909,2.7,439.4373,445.4144,427.5993
9/1/2010,455.7698,163.6434,-106.4951,1159.0905,186.7412262,21.32238095,2.65,426.5051,423.8358,423.3346
10/1/2010,455.5043,167.8361,-98.2223,1159.2919,154.7627563,19.86095238,2.54,418.9533,433.2953,412.8685
11/1/2010,455.5331,170.0978,-95.569,1159.4164,175.0442657,19.3952381,2.76,455.0768,442.2046,459.1975
12/1/2010,456.4972,173.4207,-90.0775,1159.5021,151.5533447,16.58681818,3.29,457.6811,451.9199,460.9139
1/1/2011,456.3685,176.2019,-90.1263,1159.527,111.4928131,15.723,3.39,437.4771,436.7002,433.8513
2/1/2011,455.9288,178.6674,-90.4393,1159.7616,104.5623627,15.72,3.58,449.997,444.8362,450.1911
3/1/2011,456.9173,176.4301,-77.516,1159.9984,153.8417206,19.89347826,3.41,491.9165,505.9298,484.3917
4/1/2011,456.5584,177.8383,-71.4834,1160.2931,124.8465805,15.208,3.46,451.1055,471.8005,428.9407
5/1/2011,456.786,177.8788,-80.1965,1160.4355,84.54916382,16.29380952,3.17,465.724,481.8878,455.9196
6/1/2011,457.0738,174.0989,-85.1954,1160.6188,139.0379028,18.91863636,3,443.5471,458.7747,426.8174
7/1/2011,457.6042,176.9117,-84.3573,1160.7781,207.1603088,18.7405,3,436.8495,462.6068,407.786
8/1/2011,458.1626,165.4812,-96.4716,1160.9217,283.6655884,35.06869565,2.3,446.5351,472.2945,415.1114
9/1/2011,458.1383,164.3608,-97.4659,1161.1639,214.4261017,36.64380952,1.98,442.3054,455.6688,425.7125
10/1/2011,458.825,167.3676,-96.3271,1161.335,137.8392487,32.00857143,2.15,433.5196,452.5513,416.1771
11/1/2011,458.7447,169.0298,-84.4709,1161.4787,143.7145538,31.41238095,2.01,442.0739,425.0066,455.9906
12/1/2011,459.2972,170.646,-82.8348,1161.6763,183.088623,25.03952381,1.98,444.6659,434.9974,448.7445
1/1/2012,459.9076,174.7091,-81.5946,1162.002,154.4180298,18.9415,1.97,437.7453,412.8238,453.9133
2/1/2012,460.1366,178.1834,-80.0446,1162.2363,119.4354324,16.691,1.97,452.6623,436.437,464.6384
3/1/2012,459.6686,180.108,-77.0194,1162.4547,98.74810791,14.96272727,2.17,448.5936,445.2683,447.5705
4/1/2012,460.4175,179.6038,-80.0555,1162.5388,96.96967316,17.177,2.05,456.4522,445.8807,462.4196
5/1/2012,460.6094,176.41,-88.6541,1162.6459,135.879837,20.54727273,1.8,435.8901,424.4825,438.9931
6/1/2012,460.5898,175.2216,-102.4158,1162.6941,197.460968,20.75047619,1.62,435.443,440.8848,425.1806
7/1/2012,460.8518,178.0899,-95.7619,1162.8448,180.8035431,16.9547619,1.53,441.6525,451.0868,437.3695
8/1/2012,460.3729,180.6956,-89.4721,1162.9953,142.9552917,14.96913043,1.68,431.5865,435.8139,426.2527
9/1/2012,460.4218,183.0592,-89.3292,1163.1535,182.107193,14.31421053,1.72,423.8163,418.7702,422.5414
10/1/2012,460.6336,182.7092,-94.8759,1163.3141,166.1284027,15.46904762,1.75,440.2609,447.7688,430.6845
11/1/2012,461.1144,180.126,-97.7105,1163.4701,205.8646698,17.15571429,1.65,439.9248,448.918,432.6229
12/1/2012,461.4667,182.3677,-95.622,1163.6779,214.9519501,17.351,1.72,431.524,441.8583,419.3293
1/1/2013,461.3341,186.0768,-88.8668,1163.8624,199.3589478,13.12190476,1.91,450.7089,469.0883,443.2481
2/1/2013,461.9068,187.3942,-89.0196,1164.0967,128.5625,13.51210526,1.98,440.1711,445.0365,435.1636
3/1/2013,462.3122,189.6481,-91.7927,1164.2286,146.1158447,12.3915,1.96,432.9373,423.9841,440.5398
4/1/2013,462.1402,191.0255,-92.6499,1164.3971,135.4405823,13.25136364,1.76,455.5012,447.1327,460.0378
5/1/2013,462.2495,195.1553,-89.9038,1164.596,109.028038,12.91409091,1.93,442.7446,458.7287,432.1868
6/1/2013,462.453,193.6224,-89.0931,1164.7754,126.6258545,17.156,2.3,441.8515,446.1695,436.7191
7/1/2013,462.0259,196.6192,-80.2507,1164.895,91.43748474,13.62681818,2.58,430.3738,428.6009,427.0497
8/1/2013,462.6841,196.584,-78.6053,1165.0921,108.7583694,13.86363636,2.74,451.0384,467.2633,439.1229
9/1/2013,463.1978,197.4852,-78.9791,1165.2513,179.8897247,14.2915,2.81,460.9753,460.6804,460.9005
10/1/2013,463.0225,199.6716,-84.2841,1165.4512,225.3733063,14.32304348,2.62,428.9817,436.6024,418.2076
11/1/2013,463.3154,203.5021,-90.9488,1165.6688,89.91516876,11.9565,2.72,435.3872,395.9639,452.7196
12/1/2013,463.6188,204.8603,-86.9543,1165.7485,115.0207443,12.9952381,2.9,425.3802,420.1564,424.9846
1/1/2014,463.2022,205.2924,-90.5123,1165.905,107.7051392,13.05714286,2.86,435.5631,442.0597,425.534
2/1/2014,464.0457,204.6308,-84.5343,1166.0388,93.36928558,14.17947368,2.71,423.4158,407.9003,429.427
3/1/2014,465.0037,206.5152,-85.1896,1166.2509,101.0187302,13.59238095,2.72,478.6146,430.4901,502.1739
4/1/2014,465.0498,206.2257,-84.2714,1166.5131,96.99343109,13.4852381,2.71,453.4979,410.9336,472.8625
5/1/2014,465.4105,207.2358,-84.5142,1166.7182,102.0150452,11.76142857,2.56,442.3994,433.2711,451.8509
6/1/2014,465.7839,210.0379,-81.2214,1166.9433,85.96846771,10.29857143,2.6,459.2764,467.4529,455.7271
7/1/2014,465.9807,211.4041,-83.2893,1167.1364,78.50600433,10.63863636,2.54,493.2702,477.5308,509.2001
8/1/2014,465.8697,210.9832,-90.1731,1167.3359,63.87733459,12.4147619,2.42,491.5926,471.9521,506.6344
9/1/2014,466.1681,212.5109,-93.7525,1167.5631,86.21659088,11.91190476,2.53,487.9437,479.3987,496.5606
10/1/2014,466.1888,209.9152,-103.4354,1167.7601,113.3345795,16.91130435,2.3,442.6773,434.6321,445.8217
11/1/2014,466.9679,215.8472,-113.6512,1167.9939,93.18595123,12.24368421,2.33,443.5331,433.5165,448.2663
12/1/2014,466.8224,216.8889,-137.6337,1168.2077,87.41532135,14.90681818,2.21,446.0447,456.6818,439.7817
1/1/2015,466.3256,216.0825,-159.3008,1168.3579,120.5442276,17.9875,1.88,471.8371,503.2657,442.4893
2/1/2015,465.8165,218.2776,-153.2713,1168.571,87.60946655,15.32105263,1.98,471.7826,468.019,477.2591
3/1/2015,465.5353,217.5783,-159.6816,1168.6374,95.97896576,15.01681818,2.04,464.665,442.6436,476.6343
4/1/2015,464.9447,218.0877,-147.3485,1168.8466,103.5449524,13.75857143,1.94,462.6839,455.4787,470.2195
5/1/2015,464.5104,218.3913,-138.9432,1169.118,102.3187027,13.6325,2.2,433.4179,428.8566,435.2453
6/1/2015,464.167,217.4404,-138.3615,1169.261,115.8802872,14.83090909,2.36,445.3253,448.6268,439.5265
7/1/2015,464.7504,217.1885,-154.4884,1169.4839,98.73478699,14.55090909,2.32,467.1039,445.6308,479.4492
8/1/2015,464.5948,214.7042,-171.5481,1169.5797,156.5036163,19.58809524,2.17,441.2538,430.4448,444.6627
9/1/2015,464.2243,210.067,-165.4777,1169.7253,171.9326782,24.60428571,2.17,459.2768,437.381,475.26
10/1/2015,463.8582,214.1643,-163.8098,1169.9662,110.7019272,16.97727273,2.07,452.1048,468.6883,437.86
11/1/2015,463.1682,217.0943,-172.1303,1170.142,89.58369446,16.008,2.26,501.5397,536.5946,472.7777
12/1/2015,462.5966,216.1529,-185.0148,1170.3546,101.9634323,18.30454545,2.24,499.8812,532.121,474.6881
1/1/2016,463.4268,209.1644,-201.2203,1170.3975,154.8573151,24.33105263,2.09,477.2472,469.619,482.2208
2/1/2016,462.7152,208.3404,-205.0933,1170.5931,148.3217773,24.109,1.78,464.1981,476.7136,451.4392
3/1/2016,461.9226,213.8995,-184.0444,1170.7521,130.4901581,16.39863636,1.89,469.7934,485.0217,458.5242
4/1/2016,462.0224,216.0419,-176.9936,1170.901,96.413414,14.34714286,1.81,444.5253,453.3921,439.2255
5/1/2016,461.9366,215.156,-163.6473,1170.9265,96.22233582,14.79190476,1.81,448.1107,453.9454,443.6294
6/1/2016,462.3743,215.7121,-159.7085,1171.1563,233.9561157,16.635,1.64,450.1676,461.3708,438.8417
7/1/2016,462.6271,218.946,-168.3581,1171.3635,164.4583893,12.3075,1.5,474.1539,497.7759,457.5721
8/1/2016,462.5372,220.1754,-168.2836,1171.4878,106.8856277,11.22391304,1.56,459.2475,479.9533,441.2076
9/1/2016,462.544,219.0223,-167.5495,1171.6788,86.34352875,13.59333333,1.63,464.962,479.7034,455.9017
10/1/2016,462.7406,218.2155,-157.8149,1171.806,108.0641251,14.81619048,1.76,445.141,460.8242,437.7618
11/1/2016,462.547,219.3908,-166.3496,1171.9305,254.1013184,15.33952381,2.14,441.7861,443.052,439.7231
12/1/2016,463.4031,223.0598,-153.4154,1172.1028,161.4247742,11.95619048,2.49,462.674,473.6018,454.262
1/1/2017,463.5084,223.7388,-153.0386,1172.2578,195.0406342,10.7905,2.43,465.5875,463.6389,468.4693
2/1/2017,463.1305,225.8045,-151.6586,1172.3964,177.77771,10.51052632,2.42,473.8007,457.6272,483.3617
3/1/2017,463.8053,227.2951,-159.4801,1172.496,154.6096802,10.64086957,2.48,457.095,456.0952,456.2664
4/1/2017,464.7003,226.6811,-156.592,1172.6511,157.6765442,11.57315789,2.3,478.2981,468.2768,484.7697
5/1/2017,464.8353,228.1115,-161.8323,1172.7746,129.8880615,9.971363636,2.3,463.0642,460.2214,462.8443
6/1/2017,464.9999,229.6211,-169.0309,1172.9375,120.6384659,9.423181818,2.19,484.2525,498.8196,472.8878
7/1/2017,464.9596,230.5132,-165.8494,1173.1,141.1383209,8.8765,2.32,463.2916,427.6042,483.3096
8/1/2017,464.4848,230.3006,-163.1168,1173.2495,137.8597107,10.1773913,2.21,493.1098,468.616,507.5318
9/1/2017,464.4873,231.2523,-160.0118,1173.2567,116.620018,8.6015,2.2,474.9569,443.1962,495.6847
10/1/2017,465.993,233.8566,-156.4581,1173.4684,125.8658524,8.02,2.36,451.5919,423.6379,469.3461
11/1/2017,466.5259,235.2757,-147.0996,1173.6293,111.2826843,9.127142857,2.35,452.8246,438.3474,464.3852
12/1/2017,466.8483,238.0252,-144.8198,1173.7428,140.350174,8.8275,2.4,441.544,413.7683,456.3394
1/1/2018,466.594,242.0834,-135.9351,1173.8602,160.9672089,10.36761905,2.58,452.6417,432.6333,467.8833
2/1/2018,466.9477,238.5498,-138.6901,1174.1431,114.7555618,20.13315789,2.86,416.6532,395.1286,431.3254
3/1/2018,467.5181,238.2359,-138.0433,1174.2846,187.095871,18.04904762,2.84,471.8162,416.7558,498.9936
4/1/2018,468.4187,236.0039,-133.0042,1174.3855,139.0353699,18.77714286,2.87,481.4324,454.6543,498.6313
5/1/2018,467.6224,237.3767,-127.946,1174.5924,162.2766876,13.69454545,2.98,483.3632,414.6587,514.8754
6/1/2018,468.371,239.1552,-131.9843,1174.7436,134.402771,12.6947619,2.91,464.4089,403.6723,492.0159
7/1/2018,468.815,240.5649,-126.7176,1174.8488,176.2050934,11.91761905,2.89,470.0739,443.5668,486.0605
8/1/2018,469.6149,242.7806,-131.068,1175.0193,114.96138,10.9726087,2.89,472.5099,422.7937,497.752
9/1/2018,469.7521,244.1814,-127.9851,1175.0832,120.9851913,11.56473684,3,431.8207,393.5035,448.4399
10/1/2018,469.9721,239.9235,-127.3573,1175.2446,136.1146545,19.85521739,3.15,452.1968,411.3338,474.6775
11/1/2018,470.5076,237.9994,-149.2108,1175.3492,164.9421997,20.95047619,3.12,438.7108,385.8668,465.5548
12/1/2018,470.5483,232.4232,-163.5541,1175.4852,226.576889,27.11578947,2.83,450.6539,419.3298,466.4031
1/1/2019,470.1557,233.7819,-158.7322,1175.6875,284.1359253,20.5252381,2.71,447.0771,402.0582,472.7215
2/1/2019,469.65,238.862,-152.5841,1175.6828,123.6392822,15.28736842,2.68,457.2649,405.1989,485.0916
3/1/2019,469.7577,240.0667,-147.5234,1175.7862,180.6316833,14.71761905,2.57,441.0715,419.9323,450.8545
4/1/2019,469.1245,243.0365,-138.6754,1175.9309,109.6863632,12.57,2.53,437.2651,405.2055,455.8659
5/1/2019,469.3423,241.1187,-143.7132,1175.9989,160.8581543,17.93727273,2.4,466.7881,416.9196,490.5071
6/1/2019,469.389,242.3333,-154.4759,1176.1394,207.9913788,16.889,2.07,466.8975,397.8197,496.0419
7/1/2019,469.2129,245.7666,-149.6744,1176.2641,207.7454681,13.02227273,2.06,453.8189,385.902,484.3642
8/1/2019,469.9155,242.4238,-154.3275,1176.3863,282.5229492,20.66590909,1.63,463.8648,424.9887,482.6115
9/1/2019,469.5674,245.2264,-150.5841,1176.5379,186.6407013,16.092,1.7,450.389,421.6713,470.8367
10/1/2019,469.1596,244.8477,-156.1727,1176.6854,159.5113983,16.41173913,1.71,458.33,424.8018,479.8358
11/1/2019,470.0833,249.0853,-150.7641,1176.8769,170.4803467,12.7645,1.81,429.1533,397.0906,443.7784
12/1/2019,469.7318,251.4639,-145.7786,1177.0037,190.5049133,13.59857143,1.86,430.784,414.838,438.341
